,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
69,1. Before 2012,Woomera,"(10.0, 12.9]","(24.1, 28.9]","(-0.001, 1.72]","(5.8, 8.0]","(9.12, 10.9]",S,"(30.0, 35.0]",SE,SSW,"(11.0, 15.0]","(11.0, 15.8]","(10.999, 54.0]","(2.999, 33.0]","(1019.64, 1024.7]","(1017.48, 1022.2]","(-0.001, 1.0]","(-0.001, 1.0]","(17.6, 22.5]","(22.6, 27.3]",No,No
70,1. Before 2012,Dartmoor,"(-6.801, 6.6]","(-0.801, 16.9]","(-0.001, 1.72]","(2.2, 4.0]","(-0.001, 3.14]",N,"(41.0, 50.0]",NNE,NNE,"(20.0, 43.0]","(15.8, 20.0]","(66.0, 75.0]","(72.0, 100.0]","(1015.9, 1019.64]","(1009.58, 1013.3]",-999999999,-999999999,"(-2.8009999999999997, 11.9]","(-2.901, 15.8]",No,Yes
71,1. Before 2012,Williamtown,"(12.9, 17.3]","(20.58, 24.1]","(1.72, 87.4]","(2.2, 4.0]","(-0.001, 3.14]",SE,"(8.999, 30.0]",SSW,SE,"(11.0, 15.0]","(11.0, 15.8]","(86.0, 100.0]","(58.0, 72.0]","(1019.64, 1024.7]","(1022.2, 1034.4]","(5.0, 7.0]","(4.0, 6.0]","(14.9, 17.6]","(19.1, 22.6]",Yes,No
72,1. Before 2012,Launceston,"(-6.801, 6.6]","(-0.801, 16.9]","(-0.001, 1.72]",-999999999,-999999999,SSE,"(30.0, 35.0]",SE,SSE,"(7.0, 11.0]","(11.0, 15.8]","(75.0, 86.0]","(46.0, 58.0]","(1024.7, 1038.2]","(1022.2, 1034.4]",-999999999,-999999999,"(-2.8009999999999997, 11.9]","(-2.901, 15.8]",No,No
73,1. Before 2012,Brisbane,"(6.6, 10.0]","(20.58, 24.1]","(-0.001, 1.72]","(0.199, 2.2]","(9.12, 10.9]",W,"(8.999, 30.0]",W,WNW,"(11.0, 15.0]","(15.8, 20.0]","(10.999, 54.0]","(2.999, 33.0]","(1015.9, 1019.64]","(1013.3, 1017.48]","(-0.001, 1.0]","(-0.001, 1.0]","(14.9, 17.6]","(19.1, 22.6]",No,No
74,1. Before 2012,Mildura,"(12.9, 17.3]","(28.9, 41.6]","(-0.001, 1.72]","(8.0, 34.4]","(10.9, 14.1]",WNW,"(35.0, 41.0]",S,WNW,"(11.0, 15.0]","(11.0, 15.8]","(10.999, 54.0]","(2.999, 33.0]","(993.799, 1011.86]","(987.599, 1009.58]","(-0.001, 1.0]","(-0.001, 1.0]","(17.6, 22.5]","(27.3, 40.6]",No,No
75,"2. After 2012, Before 2015",GoldCoast,"(12.9, 17.3]","(20.58, 24.1]","(-0.001, 1.72]",-999999999,-999999999,NW,"(41.0, 50.0]",NW,WNW,"(11.0, 15.0]","(26.0, 52.0]","(66.0, 75.0]","(33.0, 46.0]","(993.799, 1011.86]","(987.599, 1009.58]",-999999999,-999999999,"(17.6, 22.5]","(19.1, 22.6]",No,No
76,"2. After 2012, Before 2015",MelbourneAirport,"(-6.801, 6.6]","(16.9, 20.58]","(-0.001, 1.72]","(0.199, 2.2]","(6.68, 9.12]",NNE,"(50.0, 96.0]",NNW,N,"(-0.001, 7.0]","(26.0, 52.0]","(66.0, 75.0]","(33.0, 46.0]","(1024.7, 1038.2]","(1022.2, 1034.4]","(5.0, 7.0]","(4.0, 6.0]","(-2.8009999999999997, 11.9]","(15.8, 19.1]",No,No
77,"2. After 2012, Before 2015",Dartmoor,"(6.6, 10.0]","(-0.801, 16.9]","(1.72, 87.4]","(0.199, 2.2]","(-0.001, 3.14]",SW,"(35.0, 41.0]",N,W,"(-0.001, 7.0]","(15.8, 20.0]","(86.0, 100.0]","(72.0, 100.0]","(1011.86, 1015.9]","(1009.58, 1013.3]",-999999999,-999999999,"(-2.8009999999999997, 11.9]","(-2.901, 15.8]",Yes,Yes
78,3. After 2015,Adelaide,"(17.3, 27.6]","(28.9, 41.6]","(-0.001, 1.72]",-999999999,-999999999,,-999999999,NNE,WNW,"(-0.001, 7.0]","(11.0, 15.8]","(10.999, 54.0]","(2.999, 33.0]","(993.799, 1011.86]","(987.599, 1009.58]",-999999999,-999999999,"(22.5, 32.9]","(27.3, 40.6]",No,No
79,1. Before 2012,PearceRAAF,"(6.6, 10.0]","(24.1, 28.9]","(-0.001, 1.72]",-999999999,"(10.9, 14.1]",SW,"(35.0, 41.0]",SSW,SW,"(7.0, 11.0]","(26.0, 52.0]","(54.0, 66.0]","(33.0, 46.0]","(1015.9, 1019.64]","(1013.3, 1017.48]","(-0.001, 1.0]","(-0.001, 1.0]","(17.6, 22.5]","(22.6, 27.3]",No,No
80,"2. After 2012, Before 2015",GoldCoast,"(17.3, 27.6]","(28.9, 41.6]","(-0.001, 1.72]",-999999999,-999999999,NNE,"(41.0, 50.0]",NNE,NNE,"(11.0, 15.0]","(26.0, 52.0]","(54.0, 66.0]","(58.0, 72.0]","(1011.86, 1015.9]","(987.599, 1009.58]",-999999999,-999999999,"(22.5, 32.9]","(27.3, 40.6]",No,No
81,"2. After 2012, Before 2015",Tuggeranong,"(10.0, 12.9]","(20.58, 24.1]","(1.72, 87.4]",-999999999,-999999999,SSE,"(41.0, 50.0]",S,SSE,"(15.0, 20.0]","(11.0, 15.8]","(10.999, 54.0]","(33.0, 46.0]","(1015.9, 1019.64]","(1013.3, 1017.48]",-999999999,-999999999,"(11.9, 14.9]","(19.1, 22.6]",Yes,No
82,3. After 2015,Sydney,"(6.6, 10.0]","(-0.801, 16.9]","(1.72, 87.4]","(2.2, 4.0]","(-0.001, 3.14]",SSW,"(50.0, 96.0]",SSW,S,"(20.0, 43.0]","(15.8, 20.0]","(75.0, 86.0]","(72.0, 100.0]","(1019.64, 1024.7]","(1017.48, 1022.2]","(7.0, 8.0]","(7.0, 8.0]","(11.9, 14.9]","(-2.901, 15.8]",Yes,Yes
83,3. After 2015,Albury,"(10.0, 12.9]","(24.1, 28.9]","(-0.001, 1.72]",-999999999,-999999999,N,"(8.999, 30.0]",,NNW,"(-0.001, 7.0]","(11.0, 15.8]","(66.0, 75.0]","(2.999, 33.0]","(1019.64, 1024.7]","(1017.48, 1022.2]","(7.0, 8.0]","(1.0, 4.0]","(14.9, 17.6]","(27.3, 40.6]",No,No
85,3. After 2015,Albury,"(6.6, 10.0]","(24.1, 28.9]","(-0.001, 1.72]",-999999999,-999999999,NNE,"(8.999, 30.0]",ESE,ESE,"(-0.001, 7.0]","(-0.001, 11.0]","(66.0, 75.0]","(33.0, 46.0]","(1024.7, 1038.2]","(1017.48, 1022.2]",-999999999,"(-0.001, 1.0]","(14.9, 17.6]","(22.6, 27.3]",No,No
86,"2. After 2012, Before 2015",Albany,"(12.9, 17.3]","(20.58, 24.1]","(-0.001, 1.72]","(5.8, 8.0]","(6.68, 9.12]",,-999999999,SW,SW,"(-0.001, 7.0]","(11.0, 15.8]","(86.0, 100.0]","(72.0, 100.0]","(1015.9, 1019.64]","(1013.3, 1017.48]","(5.0, 7.0]","(-0.001, 1.0]","(14.9, 17.6]","(19.1, 22.6]",No,No
87,"2. After 2012, Before 2015",MelbourneAirport,"(10.0, 12.9]","(20.58, 24.1]","(-0.001, 1.72]","(4.0, 5.8]","(10.9, 14.1]",SE,"(50.0, 96.0]",SE,SE,"(11.0, 15.0]","(26.0, 52.0]","(54.0, 66.0]","(33.0, 46.0]","(1019.64, 1024.7]","(1017.48, 1022.2]","(-0.001, 1.0]","(-0.001, 1.0]","(14.9, 17.6]","(19.1, 22.6]",No,No
88,"2. After 2012, Before 2015",GoldCoast,"(17.3, 27.6]","(24.1, 28.9]","(-0.001, 1.72]",-999999999,-999999999,NNE,"(30.0, 35.0]",NNE,NNE,"(7.0, 11.0]","(26.0, 52.0]","(54.0, 66.0]","(58.0, 72.0]","(1015.9, 1019.64]","(1013.3, 1017.48]",-999999999,-999999999,"(22.5, 32.9]","(22.6, 27.3]",No,No
89,3. After 2015,Townsville,"(17.3, 27.6]","(24.1, 28.9]","(-0.001, 1.72]","(5.8, 8.0]","(3.14, 6.68]",ENE,"(30.0, 35.0]",SE,ENE,"(15.0, 20.0]","(20.0, 26.0]","(54.0, 66.0]","(46.0, 58.0]","(1015.9, 1019.64]","(1013.3, 1017.48]","(5.0, 7.0]","(4.0, 6.0]","(17.6, 22.5]","(22.6, 27.3]",No,No
90,3. After 2015,Sale,"(12.9, 17.3]","(24.1, 28.9]","(-0.001, 1.72]",-999999999,-999999999,W,"(41.0, 50.0]",WSW,ENE,"(11.0, 15.0]","(15.8, 20.0]","(54.0, 66.0]","(46.0, 58.0]","(1015.9, 1019.64]","(1013.3, 1017.48]",-999999999,-999999999,"(17.6, 22.5]","(22.6, 27.3]",No,No
91,1. Before 2012,Adelaide,"(17.3, 27.6]","(24.1, 28.9]","(1.72, 87.4]","(4.0, 5.8]","(9.12, 10.9]",WSW,"(8.999, 30.0]",SSW,SW,"(7.0, 11.0]","(-0.001, 11.0]","(86.0, 100.0]","(46.0, 58.0]","(1019.64, 1024.7]","(1017.48, 1022.2]",-999999999,-999999999,"(17.6, 22.5]","(22.6, 27.3]",Yes,No
92,1. Before 2012,Witchcliffe,-999999999,"(-0.801, 16.9]","(1.72, 87.4]",-999999999,-999999999,W,"(41.0, 50.0]",W,WNW,"(15.0, 20.0]","(11.0, 15.8]","(66.0, 75.0]","(58.0, 72.0]","(1019.64, 1024.7]","(1017.48, 1022.2]",-999999999,-999999999,"(14.9, 17.6]","(-2.901, 15.8]",Yes,No
93,3. After 2015,Cairns,"(17.3, 27.6]","(28.9, 41.6]","(-0.001, 1.72]","(8.0, 34.4]","(9.12, 10.9]",ENE,"(30.0, 35.0]",SE,NE,"(7.0, 11.0]","(15.8, 20.0]","(66.0, 75.0]","(58.0, 72.0]","(1011.86, 1015.9]","(1009.58, 1013.3]","(1.0, 5.0]","(1.0, 4.0]","(22.5, 32.9]","(27.3, 40.6]",No,Yes
94,3. After 2015,Mildura,"(12.9, 17.3]","(28.9, 41.6]","(-0.001, 1.72]","(8.0, 34.4]","(10.9, 14.1]",WNW,"(41.0, 50.0]",NNW,WSW,"(-0.001, 7.0]","(20.0, 26.0]","(10.999, 54.0]","(2.999, 33.0]","(1011.86, 1015.9]","(1009.58, 1013.3]","(-0.001, 1.0]",-999999999,"(22.5, 32.9]","(27.3, 40.6]",No,No
95,"2. After 2012, Before 2015",Woomera,"(6.6, 10.0]","(-0.801, 16.9]","(-0.001, 1.72]","(0.199, 2.2]","(3.14, 6.68]",SSW,"(30.0, 35.0]",WSW,S,"(-0.001, 7.0]","(15.8, 20.0]","(86.0, 100.0]","(58.0, 72.0]","(1019.64, 1024.7]","(1022.2, 1034.4]","(1.0, 5.0]","(7.0, 8.0]","(-2.8009999999999997, 11.9]","(-2.901, 15.8]",No,No
96,1. Before 2012,MelbourneAirport,"(10.0, 12.9]","(16.9, 20.58]","(-0.001, 1.72]","(4.0, 5.8]","(3.14, 6.68]",S,"(50.0, 96.0]",W,S,"(11.0, 15.0]","(15.8, 20.0]","(54.0, 66.0]","(58.0, 72.0]","(1011.86, 1015.9]","(1009.58, 1013.3]","(5.0, 7.0]","(1.0, 4.0]","(14.9, 17.6]","(15.8, 19.1]",No,No
97,"2. After 2012, Before 2015",MountGambier,"(10.0, 12.9]","(-0.801, 16.9]","(-0.001, 1.72]","(0.199, 2.2]","(-0.001, 3.14]",NNW,"(8.999, 30.0]",N,NNW,"(-0.001, 7.0]","(-0.001, 11.0]","(86.0, 100.0]","(72.0, 100.0]","(1019.64, 1024.7]","(1017.48, 1022.2]","(7.0, 8.0]","(7.0, 8.0]","(-2.8009999999999997, 11.9]","(-2.901, 15.8]",No,No
98,1. Before 2012,WaggaWagga,"(6.6, 10.0]","(-0.801, 16.9]","(-0.001, 1.72]","(2.2, 4.0]","(-0.001, 3.14]",NE,"(35.0, 41.0]",E,NNE,"(-0.001, 7.0]","(-0.001, 11.0]","(75.0, 86.0]","(46.0, 58.0]","(1011.86, 1015.9]","(987.599, 1009.58]","(5.0, 7.0]","(6.0, 7.0]","(-2.8009999999999997, 11.9]","(-2.901, 15.8]",Yes,Yes
99,1. Before 2012,BadgerysCreek,"(12.9, 17.3]","(28.9, 41.6]","(-0.001, 1.72]",-999999999,-999999999,SSW,"(8.999, 30.0]",NE,E,"(-0.001, 7.0]","(11.0, 15.8]","(54.0, 66.0]","(2.999, 33.0]","(993.799, 1011.86]","(987.599, 1009.58]",-999999999,-999999999,"(22.5, 32.9]","(27.3, 40.6]",No,No
100,3. After 2015,Albany,"(12.9, 17.3]","(20.58, 24.1]","(-0.001, 1.72]","(8.0, 34.4]",-999999999,,-999999999,ENE,,"(15.0, 20.0]",-999999999,"(54.0, 66.0]",-999999999,"(1015.9, 1019.64]","(1009.58, 1013.3]","(-0.001, 1.0]",-999999999,"(17.6, 22.5]",-999999999,No,No
101,1. Before 2012,Dartmoor,"(-6.801, 6.6]","(-0.801, 16.9]","(-0.001, 1.72]","(0.199, 2.2]","(3.14, 6.68]",SE,"(8.999, 30.0]",SSE,SSE,"(-0.001, 7.0]","(11.0, 15.8]","(86.0, 100.0]","(72.0, 100.0]","(1024.7, 1038.2]","(1022.2, 1034.4]",-999999999,-999999999,"(-2.8009999999999997, 11.9]","(-2.901, 15.8]",Yes,No
102,3. After 2015,Townsville,"(12.9, 17.3]","(24.1, 28.9]","(-0.001, 1.72]",-999999999,-999999999,ESE,"(35.0, 41.0]",SSW,SE,"(15.0, 20.0]","(15.8, 20.0]","(54.0, 66.0]","(46.0, 58.0]","(1019.64, 1024.7]","(1017.48, 1022.2]","(7.0, 8.0]","(4.0, 6.0]","(17.6, 22.5]","(22.6, 27.3]",No,No
103,"2. After 2012, Before 2015",NorfolkIsland,"(17.3, 27.6]","(20.58, 24.1]","(1.72, 87.4]","(4.0, 5.8]","(-0.001, 3.14]",SE,"(35.0, 41.0]",SE,SE,"(7.0, 11.0]","(20.0, 26.0]","(86.0, 100.0]","(72.0, 100.0]","(1011.86, 1015.9]","(1013.3, 1017.48]","(5.0, 7.0]","(7.0, 8.0]","(17.6, 22.5]","(19.1, 22.6]",Yes,Yes
104,1. Before 2012,Woomera,"(6.6, 10.0]","(24.1, 28.9]","(-0.001, 1.72]","(4.0, 5.8]","(9.12, 10.9]",NNW,"(35.0, 41.0]",E,NNW,"(-0.001, 7.0]","(20.0, 26.0]","(10.999, 54.0]","(2.999, 33.0]","(1015.9, 1019.64]","(1013.3, 1017.48]","(-0.001, 1.0]","(-0.001, 1.0]","(14.9, 17.6]","(27.3, 40.6]",No,No
105,"2. After 2012, Before 2015",Albury,"(10.0, 12.9]","(28.9, 41.6]","(-0.001, 1.72]",-999999999,-999999999,N,"(8.999, 30.0]",SE,NE,"(7.0, 11.0]","(-0.001, 11.0]","(75.0, 86.0]","(33.0, 46.0]","(1019.64, 1024.7]","(1017.48, 1022.2]","(1.0, 5.0]",-999999999,"(14.9, 17.6]","(27.3, 40.6]",No,No
106,1. Before 2012,Sydney,"(17.3, 27.6]","(20.58, 24.1]","(-0.001, 1.72]","(5.8, 8.0]","(3.14, 6.68]",SSE,"(41.0, 50.0]",S,S,"(20.0, 43.0]","(20.0, 26.0]","(66.0, 75.0]","(58.0, 72.0]","(993.799, 1011.86]","(1009.58, 1013.3]",-999999999,-999999999,"(17.6, 22.5]","(19.1, 22.6]",No,No
107,3. After 2015,Moree,"(6.6, 10.0]","(24.1, 28.9]","(-0.001, 1.72]",-999999999,-999999999,E,"(8.999, 30.0]",E,ENE,"(15.0, 20.0]","(11.0, 15.8]","(10.999, 54.0]","(2.999, 33.0]","(1024.7, 1038.2]","(1017.48, 1022.2]",-999999999,-999999999,"(14.9, 17.6]","(22.6, 27.3]",No,No
108,1. Before 2012,Townsville,"(17.3, 27.6]","(28.9, 41.6]","(1.72, 87.4]","(2.2, 4.0]","(-0.001, 3.14]",NNE,"(50.0, 96.0]",E,NE,"(20.0, 43.0]","(26.0, 52.0]","(75.0, 86.0]","(72.0, 100.0]","(993.799, 1011.86]","(987.599, 1009.58]","(7.0, 8.0]","(7.0, 8.0]","(22.5, 32.9]","(22.6, 27.3]",Yes,Yes
109,1. Before 2012,Brisbane,"(17.3, 27.6]","(24.1, 28.9]","(1.72, 87.4]","(5.8, 8.0]","(6.68, 9.12]",ENE,"(8.999, 30.0]",ESE,ENE,"(11.0, 15.0]","(11.0, 15.8]","(54.0, 66.0]","(58.0, 72.0]","(1011.86, 1015.9]","(1009.58, 1013.3]","(5.0, 7.0]","(1.0, 4.0]","(22.5, 32.9]","(22.6, 27.3]",Yes,No
110,3. After 2015,Adelaide,"(12.9, 17.3]","(16.9, 20.58]","(1.72, 87.4]",-999999999,-999999999,SW,"(50.0, 96.0]",SW,SW,"(15.0, 20.0]","(20.0, 26.0]","(10.999, 54.0]","(33.0, 46.0]","(1015.9, 1019.64]","(1017.48, 1022.2]",-999999999,-999999999,"(14.9, 17.6]","(15.8, 19.1]",Yes,No
111,1. Before 2012,Dartmoor,"(17.3, 27.6]","(28.9, 41.6]","(-0.001, 1.72]","(8.0, 34.4]","(10.9, 14.1]",WNW,"(50.0, 96.0]",N,W,"(20.0, 43.0]","(26.0, 52.0]","(10.999, 54.0]","(46.0, 58.0]","(993.799, 1011.86]","(987.599, 1009.58]",-999999999,-999999999,"(22.5, 32.9]","(27.3, 40.6]",No,Yes
112,1. Before 2012,MountGinini,"(-6.801, 6.6]","(16.9, 20.58]","(-0.001, 1.72]",-999999999,-999999999,N,"(8.999, 30.0]",SSW,NNW,"(7.0, 11.0]","(-0.001, 11.0]","(66.0, 75.0]","(46.0, 58.0]",-999999999,-999999999,-999999999,-999999999,"(-2.8009999999999997, 11.9]","(15.8, 19.1]",No,No
113,1. Before 2012,Witchcliffe,"(12.9, 17.3]","(16.9, 20.58]","(1.72, 87.4]",-999999999,-999999999,S,"(41.0, 50.0]",S,SSE,"(15.0, 20.0]","(20.0, 26.0]","(86.0, 100.0]","(72.0, 100.0]","(993.799, 1011.86]","(1013.3, 1017.48]",-999999999,-999999999,"(17.6, 22.5]","(15.8, 19.1]",Yes,No
114,1. Before 2012,Launceston,"(10.0, 12.9]","(-0.801, 16.9]","(1.72, 87.4]",-999999999,-999999999,NNW,"(50.0, 96.0]",NW,NNW,"(7.0, 11.0]","(20.0, 26.0]","(86.0, 100.0]","(58.0, 72.0]","(993.799, 1011.86]","(987.599, 1009.58]",-999999999,-999999999,"(11.9, 14.9]","(15.8, 19.1]",Yes,Yes
115,3. After 2015,Uluru,"(10.0, 12.9]","(20.58, 24.1]","(-0.001, 1.72]",-999999999,-999999999,ENE,"(41.0, 50.0]",E,E,"(20.0, 43.0]","(20.0, 26.0]","(10.999, 54.0]","(2.999, 33.0]","(1024.7, 1038.2]","(1017.48, 1022.2]","(7.0, 8.0]","(1.0, 4.0]","(14.9, 17.6]","(22.6, 27.3]",No,No
116,"2. After 2012, Before 2015",Sale,"(10.0, 12.9]","(20.58, 24.1]","(-0.001, 1.72]","(4.0, 5.8]","(3.14, 6.68]",W,"(50.0, 96.0]",W,SW,"(15.0, 20.0]","(15.8, 20.0]","(66.0, 75.0]","(72.0, 100.0]","(1015.9, 1019.64]","(1013.3, 1017.48]","(7.0, 8.0]","(7.0, 8.0]","(14.9, 17.6]","(15.8, 19.1]",No,No
117,"2. After 2012, Before 2015",PerthAirport,"(-6.801, 6.6]","(16.9, 20.58]","(1.72, 87.4]","(0.199, 2.2]","(6.68, 9.12]",SW,"(50.0, 96.0]",SW,W,"(20.0, 43.0]","(20.0, 26.0]","(66.0, 75.0]","(33.0, 46.0]","(1011.86, 1015.9]","(1013.3, 1017.48]","(1.0, 5.0]","(1.0, 4.0]","(11.9, 14.9]","(15.8, 19.1]",Yes,Yes
118,3. After 2015,Dartmoor,"(6.6, 10.0]","(24.1, 28.9]","(-0.001, 1.72]","(5.8, 8.0]","(10.9, 14.1]",ESE,"(41.0, 50.0]",SE,SE,"(20.0, 43.0]","(20.0, 26.0]","(75.0, 86.0]","(33.0, 46.0]","(1019.64, 1024.7]","(1017.48, 1022.2]",-999999999,-999999999,"(14.9, 17.6]","(22.6, 27.3]",No,No
119,1. Before 2012,Mildura,"(17.3, 27.6]","(28.9, 41.6]","(-0.001, 1.72]","(5.8, 8.0]","(9.12, 10.9]",WNW,"(8.999, 30.0]",WSW,WNW,"(-0.001, 7.0]","(15.8, 20.0]","(86.0, 100.0]","(33.0, 46.0]","(1015.9, 1019.64]","(1013.3, 1017.48]","(5.0, 7.0]","(6.0, 7.0]","(17.6, 22.5]","(27.3, 40.6]",No,No
120,1. Before 2012,Watsonia,"(6.6, 10.0]","(-0.801, 16.9]","(-0.001, 1.72]","(0.199, 2.2]","(-0.001, 3.14]",SW,"(8.999, 30.0]",SSW,SSW,"(11.0, 15.0]","(11.0, 15.8]","(66.0, 75.0]","(58.0, 72.0]","(1024.7, 1038.2]","(1022.2, 1034.4]","(5.0, 7.0]","(6.0, 7.0]","(-2.8009999999999997, 11.9]","(-2.901, 15.8]",No,No
121,"2. After 2012, Before 2015",PearceRAAF,"(12.9, 17.3]","(28.9, 41.6]","(-0.001, 1.72]",-999999999,"(10.9, 14.1]",NW,"(41.0, 50.0]",S,WSW,"(7.0, 11.0]","(26.0, 52.0]","(54.0, 66.0]","(33.0, 46.0]","(993.799, 1011.86]","(987.599, 1009.58]","(-0.001, 1.0]","(-0.001, 1.0]","(22.5, 32.9]","(27.3, 40.6]",No,No
122,3. After 2015,Dartmoor,"(6.6, 10.0]","(-0.801, 16.9]","(1.72, 87.4]","(0.199, 2.2]","(-0.001, 3.14]",NW,"(8.999, 30.0]",NW,SW,"(-0.001, 7.0]","(-0.001, 11.0]",-999999999,-999999999,"(1024.7, 1038.2]","(1022.2, 1034.4]",-999999999,-999999999,"(-2.8009999999999997, 11.9]","(-2.901, 15.8]",Yes,No
123,1. Before 2012,Launceston,"(10.0, 12.9]","(24.1, 28.9]","(-0.001, 1.72]",-999999999,-999999999,N,"(8.999, 30.0]",E,NNW,"(-0.001, 7.0]","(-0.001, 11.0]","(75.0, 86.0]","(46.0, 58.0]","(1024.7, 1038.2]","(1022.2, 1034.4]",-999999999,-999999999,"(11.9, 14.9]","(22.6, 27.3]",No,No
124,3. After 2015,Sale,"(12.9, 17.3]","(24.1, 28.9]","(-0.001, 1.72]",-999999999,-999999999,SE,"(30.0, 35.0]",SSE,ESE,"(-0.001, 7.0]","(15.8, 20.0]","(75.0, 86.0]","(58.0, 72.0]","(1019.64, 1024.7]","(1017.48, 1022.2]","(7.0, 8.0]",-999999999,"(17.6, 22.5]","(22.6, 27.3]",No,No
125,"2. After 2012, Before 2015",Newcastle,"(17.3, 27.6]","(24.1, 28.9]","(-0.001, 1.72]",-999999999,-999999999,,-999999999,,SE,"(-0.001, 7.0]","(-0.001, 11.0]","(75.0, 86.0]","(46.0, 58.0]",-999999999,-999999999,"(5.0, 7.0]","(7.0, 8.0]","(17.6, 22.5]","(22.6, 27.3]",No,No
126,3. After 2015,MountGinini,"(-6.801, 6.6]","(-0.801, 16.9]","(-0.001, 1.72]",-999999999,-999999999,WNW,"(50.0, 96.0]",WNW,WNW,"(15.0, 20.0]","(20.0, 26.0]","(86.0, 100.0]","(72.0, 100.0]",-999999999,-999999999,-999999999,-999999999,"(-2.8009999999999997, 11.9]","(-2.901, 15.8]",No,Yes
127,"2. After 2012, Before 2015",SydneyAirport,"(12.9, 17.3]","(28.9, 41.6]","(-0.001, 1.72]","(8.0, 34.4]","(9.12, 10.9]",S,"(50.0, 96.0]",NW,W,"(15.0, 20.0]","(26.0, 52.0]","(10.999, 54.0]","(2.999, 33.0]","(993.799, 1011.86]","(987.599, 1009.58]","(5.0, 7.0]","(-0.001, 1.0]","(22.5, 32.9]","(27.3, 40.6]",No,No
128,"2. After 2012, Before 2015",Portland,"(-6.801, 6.6]","(-0.801, 16.9]","(-0.001, 1.72]","(0.199, 2.2]","(6.68, 9.12]",NW,"(35.0, 41.0]",NNW,WNW,"(15.0, 20.0]","(20.0, 26.0]","(54.0, 66.0]","(58.0, 72.0]","(1024.7, 1038.2]","(1022.2, 1034.4]","(1.0, 5.0]","(7.0, 8.0]","(-2.8009999999999997, 11.9]","(-2.901, 15.8]",No,Yes
129,3. After 2015,Moree,"(10.0, 12.9]","(24.1, 28.9]","(-0.001, 1.72]","(5.8, 8.0]","(9.12, 10.9]",SE,"(35.0, 41.0]",SE,SSE,"(15.0, 20.0]","(11.0, 15.8]","(10.999, 54.0]","(2.999, 33.0]","(1024.7, 1038.2]","(1022.2, 1034.4]","(-0.001, 1.0]","(1.0, 4.0]","(17.6, 22.5]","(22.6, 27.3]",No,No
130,1. Before 2012,PearceRAAF,"(12.9, 17.3]","(28.9, 41.6]","(-0.001, 1.72]",-999999999,"(3.14, 6.68]",SW,"(35.0, 41.0]",W,WSW,"(7.0, 11.0]","(26.0, 52.0]","(66.0, 75.0]","(33.0, 46.0]","(1011.86, 1015.9]","(1013.3, 1017.48]","(1.0, 5.0]","(6.0, 7.0]","(17.6, 22.5]","(27.3, 40.6]",No,No
131,"2. After 2012, Before 2015",Wollongong,"(17.3, 27.6]","(20.58, 24.1]","(1.72, 87.4]",-999999999,-999999999,SSW,"(35.0, 41.0]",SE,ESE,"(15.0, 20.0]","(15.8, 20.0]","(86.0, 100.0]","(72.0, 100.0]","(1015.9, 1019.64]","(1017.48, 1022.2]","(7.0, 8.0]","(6.0, 7.0]","(17.6, 22.5]","(19.1, 22.6]",Yes,No
132,"2. After 2012, Before 2015",Hobart,"(10.0, 12.9]","(16.9, 20.58]","(-0.001, 1.72]","(4.0, 5.8]","(6.68, 9.12]",NNW,"(50.0, 96.0]",N,NW,"(20.0, 43.0]","(26.0, 52.0]","(54.0, 66.0]","(2.999, 33.0]","(993.799, 1011.86]","(987.599, 1009.58]","(5.0, 7.0]","(1.0, 4.0]","(14.9, 17.6]","(15.8, 19.1]",No,No
133,1. Before 2012,Bendigo,"(6.6, 10.0]","(-0.801, 16.9]","(1.72, 87.4]",-999999999,-999999999,WSW,"(41.0, 50.0]",SW,WSW,"(20.0, 43.0]","(20.0, 26.0]","(86.0, 100.0]","(58.0, 72.0]","(993.799, 1011.86]","(1009.58, 1013.3]","(5.0, 7.0]","(7.0, 8.0]","(-2.8009999999999997, 11.9]","(-2.901, 15.8]",Yes,Yes
134,"2. After 2012, Before 2015",Sydney,"(10.0, 12.9]","(16.9, 20.58]","(1.72, 87.4]","(2.2, 4.0]","(3.14, 6.68]",W,"(30.0, 35.0]",WNW,W,"(15.0, 20.0]","(15.8, 20.0]","(86.0, 100.0]","(46.0, 58.0]","(1011.86, 1015.9]","(987.599, 1009.58]","(7.0, 8.0]","(1.0, 4.0]","(11.9, 14.9]","(19.1, 22.6]",Yes,No
135,3. After 2015,Ballarat,"(-6.801, 6.6]","(-0.801, 16.9]","(-0.001, 1.72]",-999999999,-999999999,NNW,"(30.0, 35.0]",N,WNW,"(11.0, 15.0]","(20.0, 26.0]","(86.0, 100.0]","(72.0, 100.0]","(1024.7, 1038.2]","(1022.2, 1034.4]",-999999999,"(6.0, 7.0]","(-2.8009999999999997, 11.9]","(-2.901, 15.8]",No,No
