,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
184,0,40,4.0,17.9,0.0,,,5,20.0,16,6,0.0,11.0,75.0,47.0,1032.5,1028.4,,,9.5,17.5,0,0
185,0,47,19.3,24.0,0.0,,,7,33.0,3,3,17.0,15.0,86.0,81.0,1019.2,1017.7,,,20.0,21.0,0,1
186,2,9,-3.8,15.1,0.2,,,6,35.0,16,6,0.0,24.0,92.0,60.0,1026.9,1020.7,,,1.5,14.3,0,1
187,0,42,18.5,35.1,0.0,7.2,11.8,13,59.0,1,15,9.0,31.0,34.0,7.0,1008.8,1005.0,1.0,1.0,24.7,34.4,0,0
188,1,5,21.1,34.3,0.0,,,7,61.0,3,15,33.0,33.0,20.0,28.0,1008.3,1013.5,,,29.7,26.4,0,0
189,0,7,10.6,19.1,0.0,8.0,9.9,13,44.0,13,13,17.0,24.0,50.0,34.0,1015.1,1013.0,0.0,1.0,13.0,18.4,0,0
190,1,21,17.5,22.7,6.2,21.8,0.0,10,33.0,9,10,17.0,15.0,93.0,94.0,1014.9,1011.7,8.0,8.0,17.6,20.3,1,1
191,0,38,10.4,19.4,0.0,4.0,10.4,10,33.0,10,2,20.0,17.0,78.0,63.0,1025.6,1022.8,3.0,1.0,16.9,19.0,0,0
192,0,40,10.4,20.2,0.0,,,8,41.0,8,0,22.0,17.0,62.0,41.0,1032.2,1030.8,,,12.3,19.8,0,0
193,1,14,10.9,23.2,0.0,,,14,35.0,7,6,17.0,13.0,57.0,31.0,1018.4,1014.7,,,15.5,23.1,0,0
194,0,46,3.6,19.3,0.0,,,10,26.0,4,13,13.0,13.0,77.0,55.0,1038.2,1034.4,,,11.3,17.4,0,0
195,0,11,13.1,20.2,19.0,2.0,8.3,11,39.0,12,8,19.0,28.0,69.0,99.0,1028.7,1025.7,5.0,2.0,16.1,18.9,1,0
196,2,17,5.1,20.1,0.0,,,6,22.0,0,14,4.0,7.0,76.0,39.0,,,,2.0,10.4,19.2,0,0
197,0,29,7.3,20.8,0.0,,9.2,1,30.0,1,3,19.0,11.0,68.0,50.0,1024.2,1019.9,0.0,0.0,13.8,20.3,0,0
198,1,12,4.8,14.6,2.0,1.8,3.6,11,41.0,11,8,17.0,22.0,78.0,82.0,1019.0,1021.1,,,11.9,11.5,1,0
199,2,19,14.1,17.2,25.6,7.6,0.0,8,41.0,8,10,17.0,24.0,94.0,60.0,1016.0,1017.2,8.0,8.0,14.3,16.3,1,0
200,2,13,20.8,32.2,0.0,8.0,11.0,2,48.0,9,0,24.0,24.0,36.0,23.0,1015.5,1011.8,1.0,1.0,23.5,31.6,0,0
201,0,26,10.2,17.3,0.0,,,13,28.0,7,15,15.0,9.0,72.0,56.0,1015.0,1012.2,,,12.8,15.9,0,0
202,1,22,16.3,33.5,0.0,4.8,4.5,8,35.0,5,8,7.0,26.0,83.0,37.0,1014.5,1012.8,3.0,7.0,21.2,30.3,0,1
203,2,43,18.5,23.9,0.0,,,9,33.0,10,10,9.0,15.0,73.0,57.0,1018.2,1017.2,,,20.1,22.7,0,0
204,0,13,19.0,30.5,0.0,7.0,10.6,0,52.0,0,10,28.0,15.0,59.0,29.0,1015.9,1011.2,2.0,1.0,23.3,29.1,0,0
205,2,32,5.9,22.2,0.0,6.4,12.2,13,44.0,12,15,15.0,28.0,54.0,38.0,1015.3,1012.0,0.0,1.0,17.8,20.8,0,0
206,2,21,14.5,18.2,1.2,,,12,44.0,6,12,15.0,22.0,84.0,88.0,1007.3,1007.7,7.0,8.0,16.0,13.8,1,1
207,2,35,0.1,12.5,2.2,,,0,20.0,16,0,0.0,17.0,99.0,62.0,1028.9,1027.1,2.0,,4.6,12.3,1,0
208,2,30,15.9,28.9,0.0,,,5,30.0,7,4,4.0,11.0,68.0,36.0,,,,,19.3,27.5,0,0
209,1,6,5.5,12.5,0.8,,,7,39.0,6,3,11.0,20.0,99.0,73.0,1013.3,1007.5,8.0,7.0,7.3,10.9,0,1
210,1,10,17.6,34.4,0.0,11.4,,0,46.0,1,1,28.0,19.0,46.0,21.0,1014.1,1011.3,2.0,7.0,23.1,32.0,0,0
211,0,28,14.9,39.6,0.0,,,12,43.0,3,12,7.0,22.0,18.0,7.0,1011.7,1009.5,,,31.6,37.5,0,0
212,1,21,9.1,25.4,0.0,4.8,10.5,10,30.0,4,10,7.0,20.0,55.0,20.0,1028.6,1023.7,0.0,1.0,17.3,24.7,0,0
213,0,34,6.6,28.8,0.0,10.2,,14,54.0,4,14,2.0,24.0,72.0,27.0,1014.7,1008.1,,,16.4,27.4,0,0
214,1,12,9.9,17.9,0.6,4.4,9.0,15,37.0,6,12,9.0,19.0,99.0,63.0,1013.1,1013.7,,,14.0,16.3,0,1
215,0,21,8.5,23.5,0.0,4.6,10.8,5,33.0,4,3,19.0,13.0,60.0,28.0,1024.3,1018.7,1.0,1.0,16.1,22.6,0,0
216,0,8,15.7,27.9,0.0,5.6,10.7,4,33.0,2,4,17.0,17.0,60.0,56.0,1017.6,1014.2,1.0,1.0,23.3,26.0,0,0
217,2,48,12.5,18.5,1.6,4.8,6.3,11,59.0,0,8,30.0,28.0,83.0,87.0,1013.6,1012.3,6.0,7.0,13.8,16.2,1,1
218,2,4,8.8,33.0,0.0,,,15,22.0,3,5,6.0,7.0,70.0,22.0,,,,,19.4,32.3,0,0
219,1,36,2.9,21.5,0.0,,,4,30.0,4,4,13.0,11.0,88.0,33.0,,,,,13.9,20.0,0,0
220,0,24,10.5,22.3,0.6,,,16,,16,9,0.0,6.0,79.0,56.0,,,1.0,2.0,19.0,21.4,0,0
221,0,36,-4.4,15.6,0.0,,,3,28.0,4,4,15.0,11.0,71.0,38.0,,,,,8.2,15.1,0,0
222,2,20,17.1,38.7,0.0,8.4,13.1,14,31.0,1,15,9.0,17.0,33.0,11.0,1013.8,1012.2,0.0,,26.2,36.9,0,0
223,1,12,8.8,23.9,0.0,5.4,11.8,12,30.0,16,11,0.0,15.0,97.0,50.0,1020.0,1017.9,,,15.0,22.0,0,0
224,2,26,13.0,17.1,14.0,,,3,28.0,15,11,11.0,11.0,100.0,91.0,1028.8,1025.7,,,14.1,16.7,1,0
225,2,8,26.8,34.8,0.0,7.2,9.1,9,35.0,10,9,11.0,17.0,77.0,65.0,1009.5,1005.5,7.0,3.0,31.6,32.9,0,1
226,0,19,8.3,22.5,0.0,5.2,6.6,3,43.0,3,8,31.0,19.0,52.0,46.0,1015.4,1014.9,7.0,7.0,16.9,19.1,0,1
227,2,6,2.9,14.7,0.8,,,10,37.0,8,12,24.0,20.0,63.0,47.0,1025.2,1023.5,,7.0,10.1,14.3,0,0
228,0,24,17.4,27.6,0.0,,,16,,4,9,6.0,46.0,59.0,74.0,,,1.0,1.0,22.6,22.6,0,0
229,0,46,13.9,33.1,0.0,,,3,72.0,5,3,37.0,46.0,26.0,23.0,1012.1,1011.2,,,28.1,31.9,0,0
230,0,18,15.5,20.7,0.4,7.2,1.3,10,33.0,8,10,4.0,19.0,75.0,63.0,1004.8,1004.4,8.0,7.0,17.2,18.5,0,1
231,1,15,2.1,9.9,0.0,1.2,7.8,7,33.0,6,6,17.0,13.0,93.0,68.0,1027.6,1025.1,7.0,7.0,2.7,9.7,0,0
232,0,44,16.0,22.4,35.8,7.0,6.4,6,54.0,3,3,7.0,22.0,99.0,75.0,1006.4,1004.7,6.0,7.0,17.1,19.2,1,1
233,2,32,13.4,29.9,0.0,9.2,13.1,13,37.0,0,15,6.0,26.0,45.0,40.0,1015.4,1013.3,1.0,0.0,22.9,26.6,0,0
234,1,9,0.5,24.1,0.0,3.2,,1,26.0,10,7,7.0,9.0,72.0,27.0,1033.2,1029.0,0.0,,10.3,23.8,0,0
235,0,34,10.2,23.5,0.0,,,2,31.0,16,8,0.0,17.0,77.0,45.0,1020.6,1017.6,,,17.0,23.0,0,0
236,1,11,14.8,19.2,0.2,,,16,,16,16,,,85.0,75.0,,,,,17.6,19.1,0,0
237,1,30,6.8,16.2,0.0,,,12,26.0,11,12,13.0,7.0,68.0,54.0,,,,,13.1,15.2,0,0
238,2,46,11.8,19.9,0.0,,,10,39.0,11,8,22.0,24.0,53.0,50.0,1017.5,1018.2,,,17.8,16.2,0,0
240,1,47,14.8,20.8,27.4,,,9,41.0,12,10,17.0,13.0,80.0,70.0,1024.2,1023.0,8.0,8.0,17.5,19.4,1,0
241,1,9,-6.8,14.5,5.8,,8.6,8,48.0,5,8,7.0,24.0,,34.0,1023.5,1021.6,1.0,4.0,2.0,12.7,1,0
242,1,19,12.3,21.6,0.0,2.2,1.9,6,39.0,3,6,24.0,24.0,60.0,49.0,1016.3,1012.5,7.0,7.0,14.8,20.8,0,1
243,0,29,13.2,24.9,0.0,,9.4,6,39.0,5,6,13.0,19.0,66.0,34.0,1021.0,1017.4,0.0,4.0,17.5,24.2,0,0
244,2,22,6.3,15.4,0.4,2.0,4.7,14,54.0,6,14,19.0,31.0,100.0,69.0,1026.4,1021.8,7.0,7.0,10.1,13.4,0,0
245,2,30,20.1,25.6,7.4,,,4,26.0,11,11,4.0,9.0,92.0,76.0,,,,,21.9,24.3,1,1
246,1,32,8.7,15.0,12.2,2.4,8.5,11,57.0,8,11,24.0,26.0,65.0,43.0,1020.4,1020.4,1.0,3.0,10.4,14.2,1,0
247,2,9,11.5,22.6,0.0,,,1,33.0,2,4,13.0,11.0,66.0,43.0,1028.3,1025.7,8.0,2.0,15.8,21.1,0,0
248,0,26,19.1,26.4,2.6,,,5,41.0,3,1,4.0,20.0,82.0,75.0,1014.8,1011.6,,,22.6,24.5,1,0
249,1,38,11.1,20.5,0.0,7.0,6.9,4,31.0,7,4,11.0,26.0,66.0,58.0,1028.6,1024.0,4.0,7.0,14.5,18.7,0,0
250,1,0,9.7,25.4,,,9.2,15,50.0,5,3,13.0,17.0,48.0,37.0,1013.7,1009.7,,,19.9,24.2,2,0
251,1,26,12.7,26.3,0.0,,,13,48.0,6,12,13.0,19.0,63.0,41.0,1006.7,1004.7,,,17.9,20.8,0,0
252,0,34,10.7,24.5,0.0,9.6,,13,72.0,0,7,11.0,20.0,60.0,68.0,1005.5,1006.2,,,21.7,18.2,0,0
253,1,47,14.1,22.3,0.0,,,4,43.0,3,5,4.0,30.0,55.0,72.0,1026.5,1021.5,,,18.5,20.4,0,0
254,2,48,17.8,36.2,0.0,11.0,,12,31.0,9,10,15.0,9.0,35.0,9.0,1016.0,1013.7,1.0,,23.3,33.9,0,0
255,0,12,5.1,24.5,0.0,5.2,12.8,11,39.0,9,11,11.0,28.0,71.0,45.0,1017.3,1014.9,,,14.3,22.3,0,0
256,0,14,15.0,20.8,2.6,,,3,39.0,14,5,11.0,11.0,93.0,77.0,1017.4,1013.4,,,16.6,18.9,1,1
257,0,26,18.5,23.5,0.0,,,5,31.0,3,1,20.0,11.0,87.0,79.0,1018.8,1015.2,,,18.9,22.4,0,1
258,0,46,11.5,17.2,15.4,,,13,57.0,13,15,17.0,30.0,70.0,62.0,1010.4,1011.8,,,14.8,14.6,1,1
259,0,44,9.5,29.6,0.0,6.4,12.5,11,26.0,1,7,6.0,9.0,73.0,34.0,1019.7,1017.4,3.0,4.0,15.3,29.3,0,0
260,1,11,10.4,22.0,0.2,,,16,,16,16,,,78.0,63.0,,,,,17.7,21.1,0,0
261,0,27,17.7,24.7,0.0,,6.5,11,26.0,16,10,,9.0,,61.0,,1015.3,,7.0,,23.2,0,0
262,2,46,17.5,22.0,0.0,,,6,52.0,7,6,19.0,31.0,81.0,78.0,1018.0,1016.3,,,19.5,19.7,0,1
263,0,14,24.2,28.1,0.0,,,9,65.0,9,9,43.0,44.0,66.0,69.0,1016.5,1014.0,,,25.7,26.1,0,1
264,2,39,26.3,34.5,3.2,8.2,9.5,13,41.0,9,4,11.0,17.0,67.0,67.0,1009.7,1006.0,7.0,3.0,31.3,33.1,1,0
265,1,28,7.8,10.6,0.6,1.8,5.3,14,72.0,14,16,35.0,,78.0,,1003.3,,6.0,,8.9,,0,1
266,1,30,1.8,18.2,0.0,,,13,28.0,16,14,0.0,15.0,84.0,35.0,,,,,7.2,17.0,0,0
267,0,43,9.7,13.7,18.8,,,15,57.0,13,13,22.0,24.0,88.0,65.0,1002.2,1004.7,,,10.5,12.3,1,1
268,1,4,12.9,20.6,0.0,,,15,17.0,12,2,9.0,9.0,73.0,65.0,1027.1,1024.7,,,15.6,18.9,0,0
269,2,17,3.3,16.2,0.0,,,9,37.0,2,2,2.0,7.0,78.0,41.0,,,,6.0,10.0,14.5,0,0
270,2,37,14.7,25.5,0.0,8.8,13.1,2,37.0,13,2,20.0,22.0,33.0,46.0,1012.8,1012.5,4.0,2.0,20.6,23.4,0,0
271,2,42,6.0,18.7,0.0,4.0,,14,43.0,3,14,13.0,28.0,74.0,49.0,1014.1,1012.0,7.0,8.0,11.2,16.7,0,0
272,1,22,5.3,21.0,0.0,1.2,7.7,8,31.0,5,8,11.0,9.0,93.0,43.0,1024.2,1022.2,7.0,7.0,13.0,19.8,0,0
273,1,9,13.8,30.8,0.0,,,6,61.0,7,6,6.0,6.0,73.0,37.0,1013.6,1008.2,8.0,,19.4,28.7,0,1
274,2,26,20.0,28.0,0.0,,,10,59.0,3,4,17.0,28.0,84.0,73.0,1007.6,1002.9,,,21.6,25.8,0,1
276,1,1,13.5,16.3,0.4,3.8,0.4,16,,1,0,26.0,30.0,81.0,85.0,1021.6,1017.0,8.0,8.0,14.5,14.4,0,1
277,1,34,5.4,22.4,0.0,,,13,56.0,13,13,24.0,33.0,39.0,23.0,1011.0,1010.0,,,18.6,19.3,0,0
278,2,21,21.9,31.5,0.4,10.6,3.2,11,52.0,4,8,19.0,39.0,74.0,55.0,1013.9,1010.9,7.0,8.0,24.2,28.1,0,1
279,0,22,7.3,15.5,0.0,3.2,11.4,8,52.0,10,10,30.0,33.0,57.0,50.0,1024.9,1025.7,6.0,4.0,13.2,14.3,0,0
280,1,16,9.5,31.0,0.0,5.4,,2,43.0,0,2,11.0,19.0,48.0,13.0,1017.1,1013.2,0.0,0.0,20.0,30.0,0,0
281,1,26,18.6,27.7,0.0,,,4,46.0,5,4,15.0,30.0,76.0,71.0,1012.5,1010.0,,,22.3,25.9,0,0
282,2,28,6.4,14.0,9.2,5.6,5.0,12,63.0,11,15,17.0,39.0,92.0,66.0,1009.7,1010.0,6.0,,11.1,10.8,1,1
283,1,38,24.8,27.4,0.0,11.2,2.4,8,59.0,12,9,22.0,35.0,52.0,68.0,1005.5,1008.4,6.0,7.0,25.5,24.0,0,1
284,0,0,12.9,16.7,0.0,,0.4,4,54.0,4,5,17.0,24.0,42.0,56.0,1014.6,1010.2,,,14.9,13.9,0,1
285,2,20,7.8,20.2,0.4,2.9,,13,22.0,13,13,7.0,7.0,89.0,43.0,1021.1,1019.3,0.0,0.0,12.0,19.8,0,0
286,0,0,11.6,17.2,2.0,1.8,4.6,10,28.0,11,8,7.0,9.0,77.0,56.0,1021.1,1018.3,,,13.7,16.9,1,0
287,1,17,10.9,23.5,0.0,,,13,33.0,3,14,2.0,17.0,51.0,31.0,1015.9,1011.5,,,15.4,23.0,0,0
288,2,27,15.8,22.4,0.0,3.8,,12,26.0,4,15,11.0,11.0,63.0,66.0,1019.8,1018.2,1.0,4.0,21.2,20.9,0,1
289,0,33,6.9,21.5,0.0,5.2,13.4,9,33.0,9,2,9.0,19.0,86.0,63.0,1022.6,1021.4,6.0,5.0,16.6,20.4,0,0
290,2,38,15.2,19.7,3.4,6.4,0.2,12,28.0,3,6,13.0,17.0,84.0,62.0,1021.4,1018.2,7.0,7.0,16.5,19.4,1,1
291,0,10,14.2,26.7,0.0,10.0,,0,41.0,0,0,19.0,19.0,52.0,21.0,1015.0,1011.3,6.0,7.0,17.7,25.8,0,0
292,1,46,15.1,21.0,7.6,,,6,30.0,16,6,0.0,9.0,100.0,96.0,1015.3,1013.2,,,15.8,17.8,1,1
293,0,32,11.6,34.4,0.0,6.6,12.7,5,54.0,4,4,30.0,13.0,11.0,5.0,1018.2,1014.1,0.0,2.0,27.6,33.7,0,0
294,2,19,8.1,18.3,0.0,4.4,0.8,3,56.0,5,4,24.0,11.0,63.0,44.0,1012.4,1006.8,7.0,7.0,11.3,16.4,0,1
295,0,0,12.0,21.7,0.0,6.8,8.4,6,54.0,3,6,22.0,24.0,38.0,21.0,1013.1,1010.6,,,14.5,20.9,0,0
296,2,47,14.6,24.1,0.0,,,3,39.0,7,3,24.0,15.0,65.0,49.0,1024.8,1020.2,7.0,,18.0,23.1,0,0
297,2,33,5.7,12.6,2.4,0.6,6.4,13,37.0,3,13,13.0,17.0,97.0,90.0,1035.1,1033.5,8.0,7.0,7.9,10.7,1,1
298,0,43,8.9,16.3,1.4,,,14,33.0,7,13,15.0,19.0,86.0,67.0,1031.1,1029.6,,,10.8,14.7,1,0
299,1,21,13.7,27.7,0.0,,,3,44.0,3,6,31.0,28.0,59.0,26.0,1016.3,1011.5,,2.0,17.6,27.1,0,0
300,1,10,14.4,28.7,0.0,6.8,,0,31.0,1,2,19.0,17.0,37.0,19.0,1024.2,1020.2,3.0,5.0,21.4,27.6,0,0
301,0,11,16.6,28.7,0.0,6.0,9.3,4,54.0,3,4,15.0,37.0,61.0,59.0,1009.4,1006.3,1.0,6.0,24.2,26.9,0,0
302,0,2,3.0,12.2,2.2,,,13,24.0,7,13,7.0,13.0,88.0,70.0,1019.6,1018.0,7.0,2.0,6.9,10.9,1,1
303,2,4,16.2,39.4,0.0,,,4,37.0,5,5,11.0,9.0,75.0,29.0,1016.0,1010.6,,,23.9,37.6,0,0
304,2,28,16.4,31.8,0.0,10.6,3.1,13,52.0,3,14,15.0,30.0,27.0,24.0,1001.9,998.4,8.0,6.0,23.8,30.3,0,0
305,0,23,12.7,14.5,8.0,,,1,65.0,1,1,30.0,33.0,99.0,99.0,,,,,12.8,13.5,1,1
306,2,7,24.1,31.0,0.2,6.7,8.7,14,57.0,5,4,7.0,15.0,58.0,64.0,1013.6,1009.1,3.0,6.0,29.7,29.0,0,1
307,0,28,10.6,28.9,0.0,7.8,11.2,15,44.0,16,13,0.0,28.0,50.0,21.0,1012.2,1012.9,6.0,1.0,19.5,27.9,0,0
308,0,15,7.0,16.7,0.2,1.0,1.5,3,65.0,6,3,11.0,31.0,71.0,59.0,995.1,987.6,6.0,7.0,13.6,16.6,0,1
309,1,33,10.8,14.0,3.0,1.8,8.1,15,35.0,15,13,15.0,20.0,84.0,76.0,1024.0,1024.3,8.0,7.0,12.1,13.0,1,0
310,2,20,3.2,17.3,0.0,,,8,28.0,11,8,7.0,13.0,76.0,35.0,1031.9,1029.8,,,7.9,16.7,0,0
311,0,15,4.5,14.3,4.0,2.2,7.0,11,44.0,4,8,15.0,13.0,55.0,80.0,1018.0,1019.6,3.0,7.0,11.6,9.6,1,1
312,1,21,20.0,32.1,0.0,7.8,7.8,12,46.0,3,14,13.0,20.0,71.0,52.0,1012.7,1009.7,5.0,7.0,25.4,30.4,0,0
313,0,17,4.1,16.6,0.0,1.8,,2,35.0,2,10,13.0,20.0,69.0,39.0,1023.8,1023.8,,,11.9,16.1,0,0
314,1,39,16.9,29.0,0.0,4.4,11.1,1,41.0,8,0,7.0,28.0,58.0,50.0,1018.7,1016.3,1.0,1.0,25.0,27.6,0,0
315,2,11,19.5,24.8,11.8,,,11,48.0,12,10,28.0,30.0,86.0,79.0,1014.4,1013.2,7.0,8.0,21.2,23.7,1,1
316,0,33,10.2,14.9,1.8,2.4,4.8,14,65.0,6,14,24.0,39.0,87.0,75.0,1007.7,1006.6,5.0,6.0,11.1,14.5,1,1
317,0,47,15.7,20.3,19.6,,,9,50.0,12,10,17.0,26.0,86.0,77.0,1025.1,1023.3,8.0,8.0,16.2,18.5,1,1
318,0,12,10.0,18.9,1.2,3.0,7.2,13,35.0,6,15,13.0,17.0,98.0,72.0,1017.1,1017.6,,,13.4,18.7,1,1
319,0,44,7.8,18.6,0.4,2.2,8.4,6,30.0,3,7,6.0,9.0,59.0,43.0,1015.6,1011.5,6.0,4.0,11.0,18.1,0,0
320,1,36,12.8,33.6,0.0,,,3,48.0,3,7,26.0,7.0,24.0,10.0,,,,,24.5,32.6,0,0
321,1,6,11.0,27.2,0.0,,,9,43.0,10,0,26.0,17.0,49.0,20.0,1017.2,1013.0,1.0,5.0,16.2,25.1,0,0
322,0,9,10.5,20.6,0.0,13.0,7.7,1,41.0,2,4,4.0,20.0,69.0,48.0,1021.2,1021.5,7.0,6.0,16.3,19.7,0,0
323,2,37,13.5,22.4,0.0,4.0,10.1,13,28.0,14,0,13.0,20.0,55.0,54.0,1020.7,1016.9,1.0,1.0,16.2,21.3,0,0
324,1,47,19.0,25.8,2.6,,,1,50.0,5,4,9.0,35.0,72.0,72.0,1022.0,1018.0,,,21.7,24.2,1,0
325,1,28,12.9,28.2,0.0,5.8,11.8,9,39.0,1,4,15.0,15.0,78.0,32.0,1020.6,1016.8,1.0,1.0,17.0,26.3,0,0
326,0,1,10.2,17.6,0.0,2.0,8.7,16,,6,15,13.0,11.0,82.0,65.0,1016.7,1013.8,3.0,6.0,12.0,17.2,0,0
327,0,35,11.5,20.4,0.4,2.0,5.2,0,44.0,5,0,7.0,26.0,93.0,58.0,1023.6,1022.6,7.0,4.0,13.5,19.3,0,1
328,0,10,9.0,22.5,0.0,6.2,,15,31.0,8,15,15.0,15.0,58.0,30.0,1017.6,1014.3,1.0,2.0,14.4,21.7,0,0
329,1,44,13.1,14.7,87.4,8.0,0.0,8,22.0,16,11,0.0,9.0,,100.0,1013.4,1010.9,8.0,7.0,,14.4,1,1
330,2,47,7.2,16.2,0.4,,,4,20.0,14,4,7.0,13.0,70.0,57.0,1030.5,1026.7,,,13.2,15.8,0,0
331,1,21,6.6,27.0,0.0,,,11,56.0,16,11,0.0,9.0,28.0,13.0,1022.0,1018.9,,,18.7,25.2,0,0
332,0,3,9.3,25.0,1.8,2.2,8.2,1,22.0,1,8,7.0,11.0,80.0,40.0,1023.8,1019.6,7.0,1.0,12.6,24.2,1,0
333,2,44,15.8,25.7,0.0,5.6,8.3,12,31.0,13,11,9.0,13.0,88.0,52.0,1010.9,1009.8,7.0,7.0,17.2,24.3,0,0
334,1,19,11.3,25.0,0.0,4.6,9.4,3,39.0,3,5,19.0,22.0,62.0,33.0,1029.7,1026.8,7.0,7.0,16.7,24.5,0,0
335,1,16,14.1,31.4,0.0,9.0,,0,33.0,9,2,15.0,15.0,58.0,29.0,1017.5,1013.2,0.0,0.0,19.9,30.6,0,0
336,1,11,19.9,25.5,0.0,7.2,4.5,8,48.0,11,8,26.0,33.0,83.0,77.0,1009.9,1011.0,3.0,7.0,22.3,23.6,0,1
337,0,23,-0.5,0.9,7.2,,,13,52.0,13,13,22.0,26.0,98.0,98.0,,,,,0.0,0.0,1,1
338,2,17,8.5,19.4,8.6,,,8,48.0,8,11,13.0,15.0,43.0,35.0,,,2.0,1.0,12.6,18.9,1,0
339,0,12,12.8,19.0,0.0,6.0,4.9,15,46.0,15,13,30.0,22.0,76.0,78.0,1010.4,1011.1,,,16.5,17.2,0,0
340,1,25,4.6,23.9,0.0,,,2,33.0,10,2,13.0,17.0,84.0,30.0,1028.3,1025.9,,,8.1,22.1,0,0
341,2,15,7.7,16.3,3.4,1.0,5.8,6,43.0,3,6,2.0,9.0,88.0,49.0,1005.8,1007.7,6.0,4.0,9.6,13.9,1,0
342,1,12,6.9,15.9,7.4,1.2,3.1,11,39.0,16,11,0.0,19.0,100.0,100.0,1032.8,1031.3,,,9.3,14.6,1,1
343,1,43,14.0,24.0,0.0,,,1,37.0,1,10,17.0,9.0,71.0,72.0,1008.1,1007.2,,,19.5,21.2,0,1
344,2,36,3.5,24.9,0.0,,,11,43.0,7,11,17.0,22.0,39.0,42.0,,,,,18.2,23.0,0,0
345,0,9,12.7,25.6,43.4,4.4,6.7,7,65.0,3,7,13.0,39.0,93.0,34.0,1008.3,1004.0,8.0,4.0,16.1,23.8,1,1
346,1,5,6.1,11.4,5.4,,,12,33.0,12,12,19.0,19.0,99.0,79.0,1016.8,1016.2,8.0,8.0,8.5,10.7,1,0
347,2,33,9.5,13.7,4.0,0.8,,6,81.0,6,7,43.0,39.0,70.0,80.0,993.8,994.4,6.0,8.0,10.9,13.5,1,1
348,2,22,9.0,13.8,4.6,,,16,,13,13,33.0,46.0,99.0,50.0,1009.5,1011.0,5.0,4.0,11.5,12.5,1,1
349,0,2,14.0,28.3,0.0,,,13,48.0,13,15,17.0,24.0,43.0,15.0,1011.9,1010.9,,,17.9,27.6,0,0
350,0,1,13.5,19.0,0.0,3.6,1.5,16,,16,14,0.0,2.0,82.0,78.0,1006.9,1007.9,7.0,7.0,17.6,15.5,0,1
351,2,3,27.6,37.9,0.0,,,6,37.0,6,3,26.0,15.0,47.0,34.0,1004.7,1001.2,,2.0,31.7,36.1,0,0
353,2,4,10.8,27.2,0.0,,,5,15.0,5,4,2.0,7.0,100.0,44.0,1025.1,1020.9,,,14.9,26.8,0,0
354,0,47,17.5,23.3,0.0,,,8,30.0,12,2,11.0,13.0,70.0,57.0,1018.5,1015.9,6.0,,19.6,22.6,0,0
355,1,1,15.8,17.0,0.8,1.6,3.1,16,,5,8,13.0,22.0,86.0,85.0,1008.9,1009.9,8.0,8.0,16.6,12.3,0,1
356,0,37,22.0,31.5,0.0,12.4,10.3,16,,15,9,4.0,13.0,56.0,45.0,1009.8,1006.6,7.0,7.0,25.4,30.2,0,0
357,0,27,20.2,21.9,2.0,4.2,0.1,6,33.0,11,11,22.0,17.0,89.0,80.0,1011.9,1011.5,8.0,8.0,20.3,20.2,1,0
358,2,11,1.8,17.6,0.0,,,12,37.0,15,8,13.0,17.0,50.0,40.0,1031.7,1029.8,,,12.6,16.9,0,0
359,0,35,11.6,22.8,0.0,9.2,5.6,7,52.0,6,7,30.0,37.0,49.0,39.0,1004.6,1001.0,5.0,6.0,16.5,20.8,0,0
360,1,28,9.4,18.6,0.0,3.0,9.4,9,33.0,10,9,15.0,17.0,68.0,54.0,1021.4,1018.4,6.0,3.0,13.1,17.9,0,0
361,0,3,11.0,28.2,0.0,6.6,13.2,9,43.0,0,9,15.0,20.0,48.0,17.0,1017.3,1013.7,3.0,1.0,20.9,26.3,0,0
363,2,6,0.5,14.0,0.0,,,5,15.0,16,3,0.0,4.0,97.0,64.0,1033.7,1029.6,,8.0,6.2,13.6,0,0
364,1,24,12.6,18.2,14.6,,,16,,16,16,0.0,0.0,96.0,94.0,,,8.0,8.0,14.2,14.0,1,1
365,0,37,5.5,17.3,0.0,3.0,10.4,16,,13,10,24.0,22.0,63.0,47.0,1029.6,1027.9,1.0,2.0,9.8,16.6,0,0
366,1,35,5.3,17.1,0.2,2.0,5.5,13,57.0,14,15,7.0,35.0,81.0,39.0,1012.3,1016.6,7.0,2.0,12.3,16.6,0,0
367,1,18,23.3,35.4,0.0,10.4,4.7,3,43.0,3,0,13.0,26.0,65.0,25.0,1016.3,1014.6,,,24.3,33.5,0,0
368,1,21,12.7,32.5,0.0,14.4,12.7,11,50.0,11,12,6.0,22.0,18.0,12.0,1016.7,1013.4,0.0,0.0,23.4,31.1,0,0
369,0,21,10.5,15.8,0.0,2.4,1.5,13,35.0,13,13,22.0,20.0,76.0,54.0,1015.4,1011.8,7.0,8.0,12.8,14.9,0,1
370,1,17,10.5,30.4,0.0,,,6,30.0,9,14,2.0,7.0,83.0,29.0,1021.3,1016.9,,,16.8,30.0,0,0
